,Source,URL,Primary Author,Title,Positive Percentage,Neutral Percentage,Negative Percentage,Summary,Date,Summmary
63,cbsnews.com,https://www.cbsnews.com/video/remains-of-215-indigenous-canadian-children-found-on-site-of-school-they-were-forced-to-attend/,N/A,Remains of 215 Indigenous Canadian children found on site of school they were forced to attend,0.022019845,0.45318258,0.5247976,,2021-06-04T07:00:00+00:00,Remains of 215 Indigenous Canadian children found on site of school they were forced to attend The remains of 215 Indigenous Canadian children were found on the site of the Kamloops Indian Residential School – the largest school the Canadian government legally mandated indigenous peoples to attend. Jericka Duncan spoke with a survivor of the school about the discovery.
64,seattletimes.com,https://www.seattletimes.com/seattle-news/memorial-at-alki-beach-honors-indigenous-children-who-died-at-canadian-residential-schools/,Sylvia Jarrus,Memorial at Alki Beach honors Indigenous children who died at Canadian residential schools,0.04746998,0.7774285,0.17510153,,2021-07-04T07:00:00+00:00,"Indigenous people and allies gathered for an Every Child Matters Vigil on Thursday near the water at Alki Beach. Over the past two months, the remains of 215 children were found in British Columbia near the former Kamloops Residential School which closed in 1978, and 751 more unmarked graves were uncovered in the Canadian province of Saskatchewan near the former Marieval Residential School. These discoveries led many Indigenous communities to protest Canada Day, which is recognized on July 1. Archambault came to Seattle to visit family and said after hearing about the vigil she had to come to “support the community.”  Longtime friends Tamara Vining, 67, and Alma G., 70, of the Tepehuán community embraced during the vigil."
65,refinery29.com,https://www.refinery29.com/en-ca/2021/05/10499294/kamloops-residential-school-canada-colonization-legacy,Katherine Singh,Canadians Are Finally Waking Up To Colonization,0.01958486,0.3167605,0.66365457,,2021-05-31T07:00:00+00:00,"  “Indigenous communities are not surprised by this,” Angela White, executive director of the Indian Residential Schools Survivor Society (IRSSS), tells Refinery29 Canada, noting, as many others have said, that there are likely “similar unmarked graveyards attached to a vast majority of the residential schools throughout British Columbia and Canada.” White continues, “The rest of Canada will be shocked by this, because there's always been different narratives regarding Indian residential schools; [but] for the Indigenous community, we’ve heard people's testimonials about their lived experience.” To the degree it is shocking, it is evidence of how much learning there is still to do.”  Canada’s residential school system While she acknowledges that there have been small steps here and there, she points to the clean drinking water crisis and lack of resolution or support for MMIWG , as indicators of how much further we have to go to even begin to think about progress or reconciliation.  “I am constantly fighting [for] more resources,” White adds. “To put that to the Canadian government and say, ‘why is it that we as an Indigenous organization at the grassroots level are constantly having to try and fight to fix something that they destroyed?’  On May 31, Prime Minister Justin Trudeau announced that there will be more support for survivors of residential schools, although what exactly that support looks like is still unclear."
66,seattletimes.com,https://www.seattletimes.com/nation-world/canada-bodies-at-indigenous-school-not-isolated-incident/,Rob Gillies,Canada: Bodies at Indigenous school not isolated incident,0.017643873,0.21331525,0.7690409,,2021-05-31T07:00:00+00:00,"We have to acknowledge the truth. This is a reality of residential schools,” Singh said.   Perry Bellegarde, chief of the Assembly of First Nations, has said while it is not new to find graves at former residential schools, it’s always crushing to have that chapter’s wounds exposed.   “It is a great open secret that our children lie on the properties of former schools."
67,theguardian.com,https://www.theguardian.com/world/2021/jun/05/canada-indigenous-residential-schools-first-nations-children,Justin Ling,'He was just a child': dead of Indigenous residential schools haunt Canada,0.020317005,0.27897102,0.700712,,2021-06-05T07:00:00+00:00,"  For decades, the mortality rate for Indigenous children in these schools ranged between twice as high and five times higher than non-Indigenous schoolchildren. A national program, they wrote, “is required to complete the task of identifying the many unmarked residential school cemeteries and gravesites across Canada”.  The report was heralded as a watershed moment for the relationship between Canada and Indigenous peoples. What’s more, the government of Justin Trudeau is currently fighting a class action lawsuit, seeking reparations for the broader effort to destroy Indigenous language, culture and identity.   Many Indigenous peoples are similarly vexed by Ottawa’s lack of progress in addressing Canada’s epidemic of violence against Indigenous women."
68,nationalreview.com,https://www.nationalreview.com/news/members-of-canadian-coptic-church-shocked-by-senseless-destruction/,Zachary Evans,Members of Canadian Coptic Church Shocked by Senseless Destruction,0.020531872,0.29857147,0.68089664,,2021-07-21T07:00:00+00:00,"Members of the St. George Coptic Orthodox Church in Surrey, British Columbia, were shocked to discover that the church burned to the ground on Monday morning, the latest in a rash of church burnings and vandalism across Canada in recent weeks.  “It’s been an extremely tragic and difficult event for us to grasp and to wrap our heads around,” Steven Faltas, a board member for St. George, told National Review. “Somewhere between 300 and 400 families attended this church quite regularly, with nearly daily services and activities being offered. So for it to overnight not be there anymore has been extremely difficult for us to deal with and to absorb.”  Several churches have burned to the ground in Canada in recent weeks, with additional churches and a statue of St. John Paul vandalized.   However, the St. George Coptic Church fire is unusual in that the church has no connection to the Indian residential-school program.  “The Coptic Orthodox church . . . doesn’t have an affiliation with the residential-school program,” Faltas said. The RCMP has already termed the fires at St. George and other churches as “suspicious.”  “"
69,wsj.com,https://www.wsj.com/articles/another-indigenous-group-in-canada-finds-unmarked-graves-near-a-former-school-11625086735,Kim Mackrael,Another Indigenous Group in Canada Finds Unmarked Graves Near a Former School,0.013597887,0.06991065,0.91649145,,2021-06-30T07:00:00+00:00,"OTTAWA—A third indigenous community in Canada says it has discovered unmarked graves near the site of a former Catholic-run residential school for indigenous children, bringing the total number made public in roughly a month to more than 1,000.   The discovery comes on the eve of Canada’s national day and is likely to add to a somber mood across the country as more evidence emerges of Canada’s history of mistreating indigenous peoples. Some communities have canceled Canada Day celebrations, citing the discovery of the graves."
70,apnews.com,https://apnews.com/article/canada-2d5ad1c36849f5ad02c70f4640f25108,Rob Gillies,Trudeau: Residential schools part of Canada's colonial past,0.018993389,0.3004627,0.6805439,,2021-06-02T07:00:00+00:00,"  TORONTO (AP) — Prime Minister Justin Trudeau said Tuesday that residential schools for Canada’s Indigenous children were part of a larger colonial policy designed to erase language and culture and to assimilate those groups so they no longer existed as distinct peoples.   Chief Rosanne Casimir of the Tk’emlups te Secwepemc First Nation in British Columbia said the remains of 215 children were confirmed last month with the help of ground-penetrating radar.  “Children should never have been sent to those so-called schools — places where they were separated from their families and their communities, places where they faced terrible loneliness, places where they suffered unthinkable abuse,” Trudeau said in an emergency debate in Parliament.  “That is the fault of Canada.”  From the 19th century until the 1970s, more than 150,000 First Nations children were required to attend state-funded Christian schools as part of a program to assimilate them into Canadian society. We need to begin to prepare ourselves for that,” Sinclair said.  Sinclair said the stories about children who died in the schools during the commission’s work was shocking and said survivors talked about children being “buried in large numbers into mass burial sites.”  The reconciliation commission has records of at least 51 children dying at the school between 1915 and 1963. It identified about 3,200 confirmed deaths at schools throughout Canada but noted the schools did not record the cause of death in almost half of them."
71,theguardian.com,https://www.theguardian.com/world/2021/jun/30/cancel-canada-day-unmarked-graves-indigenous-people,Leyland Cecco,Calls to cancel Canada Day after graves found: ‘Indigenous people paid with their lives’,0.021590676,0.2456019,0.73280746,,2021-06-30T07:00:00+00:00,"Indigenous groups have called for Canada’s national celebration to be cancelled over the discovery of more than 1,000 unmarked graves, most of which are believed to belong to Indigenous children.   July 1 marks 154 years since Canada became a country – and until recently, festivities in cities across the country were expected, amplified by the arrival of summer and the pent-up excitement of a country emerging from the coronavirus pandemic.  But three grim discoveries on the grounds of former residential schools have quickly shifted the national mood.  “We will not celebrate stolen Indigenous land and stolen indigenous lives. Across the country in the city of Fredricton, officials say the city will be lit orange – the colour largely tied to Canada’s residential school history – and is urging citizens to spend the day learning about Indigenous communities.  The city of Dawson has said it will donate all funds earmarked for Canada Day celebrations to an investigation into residential schools in the Yukon Territory. We are seeing news this week of Canada Day celebrations being cancelled."
72,theguardian.com,https://www.theguardian.com/music/2021/jul/27/nobody-can-gaslight-us-the-rappers-confronting-canadas-colonial-horrors,Kyle Mullin,‘Nobody can gaslight us’: the rappers confronting Canada’s colonial horrors,0.02630667,0.44045573,0.5332376,,2021-07-27T07:00:00+00:00,"Its founders’ intent: to forcibly remove Indigenous children from their “savage” parents and impose English and Christianity. Because we lost a lot of that celebration of ourselves in these schools.”  Other Indigenous rappers also spoke out on social media immediately after the discovery of the graves. All we can do is pray and smudge,” HellnBack says, referring to the ceremony for which Indigenous peoples burn purifying sacred herbs. One of the first female rappers in Saskatchewan’s small music scene, the MC born Lindsay Knight (of that province’s Muskoday First Nation) has penned songs including 2004’s Too Sick, which nimbly connects current domestic violence in Indigenous communities to early colonialism."
73,nytimes.com,https://www.nytimes.com/2021/06/25/world/canada/canada-indigenous-chef-education.html,Dan Bilefsky,My Long Overdue Education about Canadian Residential Schools,0.037600845,0.6076062,0.354793,,2021-06-25T07:00:00+00:00,"  A Times Canada correspondent recalls how meeting an Indigenous chef gave him a powerful and belated history lesson about Canada’s mistreatment of Indigenous people. It also recalled our country’s historical amnesia when it comes to taking responsibility for Indigenous suffering. When I was growing up in Montreal in the 1980s, my first encounter with Indigenous people came in my high school history text book where we learned how 17th-century French settlers in what is now Quebec encountered fierce resistance from the Iroquois nation, who were portrayed as barbaric warriors. At the school, Mr. Wawatay said he and other Indigenous children weren’t allowed to speak their native Algonquin language."
74,bostonglobe.com,https://www.bostonglobe.com/2021/05/31/world/bodies-found-buried-former-indigenous-school-canada-not-an-isolated-incident-trudeau-says/,Rob Gillies,"Bodies found buried at former Indigenous school in Canada not an isolated incident, Trudeau says",0.016938355,0.19330269,0.7897589,,2021-05-31T07:00:00+00:00,"We have to acknowledge the truth. This is a reality of residential schools,” Singh said.   Perry Bellegarde, chief of the Assembly of First Nations, has said while it is not new to find graves at former residential schools, it’s always crushing to have that chapter’s wounds exposed.   “It is a great open secret that our children lie on the properties of former schools."
75,axios.com,https://www.axios.com/canada-school-site-indigenous-children-remains-found-4da0daf9-3d80-437e-a450-fb4ec7f325e7.html,Rebecca Falconer,Renewed calls for Catholic Church apology after Canada mass grave find,0.048636198,0.45595172,0.4954121,,2021-05-30T07:00:00+00:00,"An Indigenous Canadian group announced plans Saturday to identify the remains of 215 children, some as young as three, found buried at the site of a former residential school, per CBC News.   The big picture: The discovery of the Tk’emlups te Secwépemc First Nation children's remains has renewed calls for the Roman Catholic Church to apologize for its role in Canada's policy of the 19th and 20th centuries that saw Indigenous children removed from families to attend state-funded residential schools.   Details: Tk'emlups te Secwépemc First Nation Chief Rosanne Casimir said in a statement announcing the discovery Thursday, ""To our knowledge, these missing children are undocumented deaths."" • She said in a later statement that more bodies could be uncovered as not all areas had been searched at the Kamloops Indian Residential School — which the Catholic Church ran from 1890 to 1969 before the Canadian government took over its administration until the school's closure in 1978.   What they're saying: Archbishop of Vancouver J. Michael Miller said in a statement to CTV News,""[W]e pledge to do whatever we can to heal that suffering.""  Between the lines: While it's not yet known how the children died, ""accidents, fires and contagious illness at residential schools all contributed to a high death toll, which the Truth and Reconciliation Commission has estimated at more than 4,000 children,"" the Washington Post notes."
76,vice.com,https://www.vice.com/en/article/5dbyqk/there-are-many-unmarked-graves-of-indigenous-kids-at-us-boarding-schools-too,Anya Zoledziowski,There Are Many Unmarked Graves of Indigenous Kids at US Boarding Schools Too,0.034841493,0.6320434,0.3331151,,2021-06-21T07:00:00+00:00,"Like in Canada, the point was to forcibly assimilate Indigenous people, who were subjected to sweeping sexual and physical abuses and harsh punishments for speaking their languages and expressing their identities. Ideally, the commission would also force the government to hand over boarding school records, so that groups like NABS can access and compile more information, including students’ identities and the number of students who were forced to attend the schools or who died or went missing.   In Canada, testimony from 6,000 residential school survivors and relatives cemented Canada’s ugly history in the TRC’s final reports, and informed 94 calls to action, such as safeguarding the opportunity for Indigenous people to learn their languages and to hire more Indigenous people in health care. Here in the U.S. we’re further behind,” McCleave said, adding that she was disappointed to learn that Canada had previously denied requests to fund searches for residential school burial sites, and instead, communities have had to pursue investigations themselves.  “In America, we have zero policies, really, that are anywhere close to what Canada has done,” he said."
77,theguardian.com,https://www.theguardian.com/world/2021/jun/06/pope-francis-stops-short-of-apology-over-deaths-in-ex-catholic-school-in-canada,N/A,Pope Francis stops short of apology over deaths in ex-Catholic school in Canada,0.035845347,0.2854021,0.67875254,,2021-06-06T07:00:00+00:00,"Pope Francis has said he was pained by the discovery of the remains of 215 children at a former Catholic school for indigenous students in Canada and called for respect of the rights and cultures of native peoples, but stopped short of the direct apology some Canadians had demanded.  Speaking to pilgrims and tourists in St Peter’s Square in the Vatican during his weekly blessing, Francis urged Canadian political and Catholic religious leaders to “cooperate with determination” to shed light on the finding and to seek reconciliation and healing.  Francis said he felt close to “the Canadian people, who have been traumatised by the shocking news”.   The discovery last month of the remains of the children at the Kamloops Indian Residential school in British Columbia, which closed in 1978, has reopened old wounds and is fuelling outrage in Canada about the lack of information and accountability.   “The sad discovery further increases the understanding of the pain and suffering of the past,” Francis said.  “These difficult moments represent a strong reminder for all of us to distance ourselves from the model of coloniser … and to walk side by side in dialogue and in mutual respect in the recognition of the rights and cultural values of all the sons and daughters of Canada.”  The residential school system forcibly separated about 150,000 children from their homes.   But he has mostly chosen to make direct apologies while visiting countries and talking to native peoples."
78,theguardian.com,https://www.theguardian.com/world/2021/jun/29/the-childrens-graves-at-residential-schools-in-canada-evoke-the-massacres-of-indigenous-australians,N/A,The children’s graves at residential schools in Canada evoke the massacres of Indigenous Australians,0.03424106,0.5839883,0.38177064,,2021-06-29T07:00:00+00:00,"First Nations people across Australia are mourning with Canadian First Nations families as evidence mounts of hundreds of deaths of children at residential schools.   We are standing with our Canadian First Nations brothers and sisters on these recent horrific discoveries.   From colonisation, many First Nations in Canada lost their lands, and from the late 1800s, First Nations children in many parts of Canada were forced to attend residential schools distant from their families as part of an assimilation policy. Many children suffered abuse, including deprivation of food, physical violence and sexual abuse."
79,reuters.com,https://www.reuters.com/world/canadas-trudeau-blasts-catholic-church-ignoring-role-indigenous-schools-2021-06-04/,Steve Scherer,Canada's Trudeau blasts Catholic Church for ignoring role in indigenous schools,0.01716327,0.15770647,0.8251303,,2021-06-04T07:00:00+00:00,"The Catholic Church must take responsibility for its role in running many of Canada’s residential schools for indigenous children, Prime Minister Justin Trudeau said on Friday, after the discovery of the remains of 215 children at one former school last month.   The discovery this week of the remains of the children at the Kamloops Indian Residential School in British Columbia, which closed in 1978, has reopened old wounds and is fueling outrage about a persistent lack of information and accountability.  From 1893 to 1969, a Catholic congregation called the Missionary Oblates of Mary Immaculate ran the Kamloops school, which was once Canada's largest.   On Friday, Tk̓emlúps te Secwépemc Chief Rosanne Casimir, on whose land the Kamloops school still stands, told reporters the nation has not received any records from the Oblates of Mary Immaculate that would help identify the children.   On Wednesday, Vancouver Archbishop J. Michael Miller said on Twitter ""the Church was unquestionably wrong"" and his archdiocese would be transparent with its archives and records regarding residential schools."
80,cbsnews.com,https://www.cbsnews.com/news/canada-indigenous-children-school-bodies-unmarked-graves-2021-06-30/,N/A,More unmarked graves found near another school that housed Indigenous children in Canada,0.018995099,0.31746435,0.66354054,,2021-06-30T07:00:00+00:00,"A Canadian Indigenous group said Wednesday that a search using ground-penetrating radar has found 182 human remains in unmarked graves at a site near a former Catholic Church-run residential school that housed Indigenous children taken from their families.   Prior to news of the most recent finding, Canadian Prime Minister Justin Trudeau said he has asked that the national flag on the Peace Tower remain at half-mast for Canada Day on Thursday to honor the Indigenous children who died in residential schools.   On Tuesday, it was announced that a group of Indigenous leaders will visit the Vatican later this year to press for a papal apology for the Roman Catholic Church's role in residential schools.   Since the discovery of unmarked graves at the sites of former residential schools, there have been several fires at churches across Canada."
81,usatoday.com,https://www.usatoday.com/story/news/nation/2021/07/06/nevada-native-american-boarding-school-federal-review/7874944002/,Marcella Corona,Feds may investigate Native American boarding school in Nevada after discovery of Canadian mass graves,0.039178852,0.6826087,0.27821246,,2021-07-06T07:00:00+00:00,"RENO, Nev. – The Stewart Indian School in Carson City may come under federal review following U.S. Interior Secretary Deb Haaland's announcement that the government will investigate its past oversight of Native American boarding schools.   Mass grave of 215 children in Canada:A stark reminder of the dark history of Native American boarding schools in US  Marieval Indian Residential School:Groups report discovery of 751 bodies at Indigenous school in Saskatchewan  “The news that has grabbed the world’s attention about the findings in Canada at their residential school, it’s not surprising to Native American people,” Montooth said.   Earlier this week, Montooth spoke with other tribal leaders from other parts of the country who have been working to identify missing students from boarding schools.   The discovery in Canada prompted a national discussion about atrocities against Native American communities in the U.S., Montooth said."
82,cbsnews.com,https://www.cbsnews.com/news/kamloops-residential-school-survivor-abuse/,N/A,"Survivor of school where remains of 215 Indigenous children were found recounts abuse: ""We were told we were ugly""",0.017418431,0.24416183,0.7384197,,2021-06-04T07:00:00+00:00,"Canadian Prime Minister Justin Trudeau is apologizing to Indigenous Canadians after the remains of more than 200 Indigenous children were found last week.   The remains were discovered in Kamloops, British Columbia, at what was once Canada's largest school for Indigenous children. The commission recommended ""94 calls to action"" to help the country address its past treatment of Indigenous children.   Indigenous communities are calling for other school sites to also be searched for remains of school children."
83,vice.com,https://www.vice.com/en/article/m7ep4x/there-are-growing-calls-to-finally-tax-the-catholic-church,Anya Zoledziowski,There Are Growing Calls to Finally Tax the Catholic Church,0.019612985,0.17855488,0.8018321,,2021-07-07T07:00:00+00:00,"A mayor in Canada wants to tax the Catholic Church as a result of its role in Canada’s assimilative residential school system—a role currently in the spotlight as more unmarked gravesites at former Catholic-run residential schools are confirmed across the country.  “Because of the gruesome past and terrifying future we are waiting to see... are mounting for the Catholic Church to be taxed or to hand over money to help Indigenous communities heal after the federal government and churches spent more than a century forcibly assimilating 150,000 First Nations, Métis, and Inuit children in residential schools across Canada and the U.S.   Since May, more than 1,000 unmarked graves have been confirmed at former residential schools, with the first 215 reported by a First Nation in British Columbia.   More than half of residential schools were run by Catholics."
84,theguardian.com,https://www.theguardian.com/commentisfree/2021/jul/08/canada-indigenous-children-deaths-residential-schools,Cindy Blackstock,Canada’s government needs to face up to its role in Indigenous children’s deaths,0.021667104,0.31973618,0.65859675,,2021-07-08T07:00:00+00:00,"For more than a century, these schools functioned as re-education camps run by the Canadian government and Catholic church to assimilate Indigenous children. This detracts from ongoing injustices in the present day, such as its litigation against First Nations children and residential school survivors in court. In the same year that Scott gave his address to the Royal Society of Canada, the public health physician Peter Bryce published The Story of A National Crime, a report detailing Scott’s stonewalling of public health measures in residential schools, where child death rates were 25% a year. Bryce had been raising the alarm since 1907, when his first report linking inequalities in Indian public health and terrible health practices in residential schools to prolific death rates was leaked to the newspapers."
85,usnews.com,https://www.usnews.com/news/world/articles/2021-05-29/more-than-200-bodies-found-at-indigenous-school-in-canada,N/A,More Than 200 Bodies Found at Indigenous School in Canada,0.017286748,0.23638974,0.74632347,,2021-05-29T07:00:00+00:00,"KAMLOOPS, British Columbia (AP) — The remains of 215 children, some as young as 3 years old, have been found buried on the site of what was once Canada's largest Indigenous residential school — one of the institutions that held children taken from families across the nation. From the 19th century until the 1970s, more than 150,000 First Nations children were required to attend state-funded Christian schools as part of a program to assimilate them into Canadian society. They anticipate having a full report ready by mid-June — one Casimir said will be shared publicly, but not until it has been disclosed to its membership and other local First Nations chiefs.   “Given the size of the school, with up to 500 students registered and attending at any one time, we understand that this confirmed loss affects First Nations communities across British Columbia and beyond,” Casimir said in the initial release issued late Thursday."
86,nydailynews.com,https://www.nydailynews.com/news/world/ny-canada-indigenous-school-graves-cranbrook-20210630-wzcshbbmtjhdzpq7lz3owm72re-story.html,Joseph Wilkinson,182 graves found on site of Canadian Indigenous school,0.017967729,0.29744503,0.68458724,,2021-06-30T07:00:00+00:00,"The Lower Kootenay Band discovered the graves using ground-penetrating radar on the site of an old boarding school near Cranbrook, British Columbia, the Associated Press reported.   Earlier this month, 751 graves were located at the site of a similar school in Marieval, Saskatchewan, and 215 graves were discovered in May near a school in Kamloops, British Columbia.   An estimated 150,000 First Nations children were forcibly placed and brutally “educated” on Canadian culture at the residential schools across the country, the last of which didn’t close until 1996.   A view of the site where ground-penetrating radar recorded hits of what are believed to be 751 unmarked graves near the grounds of the former Marieval Indian Residential School on the Cowessess First Nation, Saskatchewan."
87,nationalreview.com,https://www.nationalreview.com/news/canadian-coptic-church-destroyed-in-suspicious-fire-latest-in-series-of-church-burnings/,Zachary Evans,"Canadian Coptic Church Destroyed in 'Suspicious' Fire, Latest in Series of Church Burnings",0.016214037,0.11692998,0.866856,,2021-07-20T07:00:00+00:00,"Another Canadian church burned to the ground on Monday, just days after the same church was targeted in an attempted arson.  St. George Coptic Orthodox Church in Surrey, British Columbia, was destroyed in a fire that Canadian police deemed “suspicious. ” The church is the latest in a number of Canadian churches that were destroyed by fire in recent weeks, with police investigating many of the incidents as potential arson.  Police said the St. George Church was the target of an arson attempt on Wednesday, when a suspect was recorded on surveillance footage apparently trying to light the church door on fire.  “The loss is heartbreaking, disappointing and devastating for the congregation and the community,” Nancy Khalil, whose family helped build the sanctuary at St. George, told the Vancouver Sun. Bishop Mina, bishop of the Coptic Orthodox Diocese of Mississauga, Vancouver and Western Canada, called on British Columbia premier John Horgan to conduct an investigation.   The burnings, along with acts of vandalism against various churches, began following the discoveries of unmarked graves at former schools for indigenous Canadians run by churches."
88,bostonglobe.com,https://www.bostonglobe.com/2021/05/07/opinion/david-almonds-death-is-horrifying-state-must-protect-other-children-its-care-same-fate/,Denise Garlick,David Almond’s death is horrifying. The state must protect other children in its care from the same fate.,0.025306497,0.4461109,0.5285826,,2021-05-07T07:00:00+00:00,"As legislators with responsibilities for public policy and DCF’s more than $1.1 billion budget, and as human beings, we must hold ourselves — and our institutions — accountable and take real action to prevent more child fatalities. It would also require:  ▪ A measure of the impacts of COVID-19, including reports on the use of virtual services by DCF.  ▪ Updates to DCF reporting requirements in general and specifically on COVID-related policies and data.   In the case of David Almond, the DCF case management team conducted monthly virtual home visits with the family.   DCF leadership have not answered the questions related to the decision by the Fall River Area Office management to push for reunification."
89,reuters.com,https://www.reuters.com/world/no-reason-celebrate-canada-day-muted-country-reckons-with-dark-colonial-history-2021-07-01/,Steve Scherer,"Canada Day muted as country reckons with treatment of indigenous, other minorities",0.050165318,0.59832865,0.35150605,,2021-07-01T07:00:00+00:00,"Indigenous performer Danielle Migwans attends a march after the discovery of hundreds of remains of children at former indigenous residential schools, on Canada Day in Toronto, Ontario, Canada July 1, 2021. Multiple cities scrapped Canada Day celebrations on Thursday after the discovery of hundreds of remains of children in unmarked graves at former indigenous schools sparked a reckoning with the country's colonial past.   In his Canada Day message, Trudeau said the discoveries of the remains of hundreds of children at former residential schools ""have rightfully pressed us to reflect on our country's historical failures,"" and the injustices that still exist for indigenous peoples and many others in Canada. About 36% of indigenous people and 42% of visible minorities said Canada is a racist country, according to the Angus Reid survey."
90,theguardian.com,https://www.theguardian.com/commentisfree/2021/jul/06/native-children-didnt-lose-their-lives-at-residential-schools-their-lives-were-stolen,N/A,Native children didn’t ‘lose’ their lives at residential schools. Their lives were stolen,0.021551376,0.45058805,0.5278606,,2021-07-06T07:00:00+00:00,"Long before ground-penetrating radars confirmed the presence of unmarked graves, we knew that our missing family members did not simply “disappear” nor attempt and fail to run away from residential schools, despite what we were told by missionaries and government officials. The creation of these residential schooling institutions was a direct result of Canadian policy aiming to remove Indigenous people from our lands and assimilate us into Canadian society. Less than a month later, 751 unmarked graves were located at Marieval Indian residential school on Cowessess First Nation in Saskatchewan. Similarly, the lands of Indigenous people – from Canada to the US and beyond – are never “lost”; they have been and continue to be forcibly colonized."
91,abcnews.go.com,https://abcnews.go.com/International/wireStory/trudeau-canada-ashamed-schools-indigenous-kids-78492141,Rob Gillies,Trudeau says Pope Francis should apologize on Canadian soil,0.017761989,0.14926389,0.8329741,,2021-06-25T07:00:00+00:00,"Prime Minister Justin Trudeau said Friday he has urged Pope Francis to come to Canada to apologize for church-run boarding schools where hundreds of unmarked graves have been found, and he said Canadians are “horrified and ashamed” by their government's longtime policy of forcing Indigenous children to attend such schools.   Indigenous leaders have called for Pope Francis to apologize — a demand echoed again Friday by Trudeau, who said the pope should visit Canada to do it.  “I have spoken personally directly with His Holiness, Pope Francis, to impress upon him how important it is not just that he makes an apology but that he makes an apology to indigenous Canadians on Canadian soil” Trudeau said.  “I know that the Catholic church leadership is looking and very actively engaged in what next steps can be taken.”  Following that discovery of the British Colombia remains, Francis expressed his pain and pressed religious and political authorities to shed light on “this sad affair.” A National Truth and Reconciliation Commission issued a report in 2015 that identified about 3,200 confirmed deaths at schools, but noted the schools did not record the cause of death in almost half of them. In the United States, Interior Secretary Deb Haaland announced this week that the federal government is launching an investigation into its past oversight of Native American boarding schools there."
92,forbes.com,https://www.forbes.com/sites/timabansal/2021/06/15/what-business-leaders-can-learn-from-an-indigenous-worldview/,Tima Bansal,What Business Leaders Can Learn From An Indigenous Worldview,0.024472738,0.4664584,0.5090689,,2021-06-15T07:00:00+00:00,"This moment has catalyzed Canadians to recognize the systematic silencing and displacement of Indigenous people. It is time for all people, including business leaders, to recognize the voice and worldviews of Indigenous people worldwide.   This treatment of Indigenous people is not exclusive to Canada’s history: it is true of most nations with Indigenous populations and a colonial past, including the U.S., Australia, and South Africa. There are many Indigenous worldviews, given there are many Indigenous people."
93,thehill.com,https://thehill.com/changing-america/respect/equality/561301-statue-of-queen-victoria-queen-elizabeth-ii-toppled-amid,N/A,"Statue of Queen Victoria, Queen Elizabeth II toppled amid scandal about deaths of Indigenous children",0.02359145,0.24734615,0.7290623,,2021-07-02T07:00:00+00:00,"Demonstrators toppled statues of Queen Victoria and Queen Elizabeth II in Winnipeg Thursday as outrage grows in Canada over the discovery of hundreds of unmarked graves of Indigenous children. CULTURAL PRESSURES RUNNING HIGH AS MARTIN SCORSESE STARTS FILMING ‘KILLERS OF THE FLOWER MOON’  NEW APP WILL SHOW YOU WHAT INDIGENOUS LAND YOU’RE ON RIGHT NOW  INDIGENOUS SHAMAN HAS A WARNING ABOUT THE AMAZON AND ALL LIFE ON EARTH  Protesters cheered as the statue of Queen Victoria, who ruled the U.K. from 1837 to 1901, tumbled to the ground and many kicked and danced around it.   The demonstration comes as close to 1,000 unmarked graves of children have been found at the sites of former residential schools. Add Changing America to your Facebook or Twitter feed to stay on top of the news.  Thousands of children across the country, most of whom were Indigenous, were separated from their families and forced to attend the residential schools that were operated by the Catholic Church.  The children were subjected to physical and sexual abuse."
94,theguardian.com,https://www.theguardian.com/world/2021/jul/02/the-toxic-legacy-of-the-british-empire-in-canadas-residential-schools,N/A,The toxic legacy of the British empire in Canada’s residential schools,0.030327031,0.8024408,0.16723213,,2021-07-02T07:00:00+00:00,"Your editorial on the atrocities against First Nations children in Canadian residential boarding schools (1 July) bore the subheading: “The discovery of hundreds of graves of Indigenous children is forcing a deeper reckoning with the country’s past.”  I have to ask why you are fixing only on Canada’s history.   The destruction of Indigenous lifeways was necessary for the British corporations whose interest in timber and other natural resources drove many of the actions of crown officials in that era, and it was British money that funded much of the early missionary work that eventually became the religious institutions that would go on to bury children in unmarked graves. I am glad to see that many of these articles are by Indigenous writers and that attention is being drawn to the various ways in which state violence against Indigenous peoples in settler colonial states continues. It would be good to see this acknowledged and for pressure to be brought on the British authorities to take that history – and the ongoing obligations it establishes – seriously.   David Stirrup   Professor of American literature and Indigenous studies, University of Kent"
95,usnews.com,https://www.usnews.com/news/best-states/idaho/articles/2021-06-25/trudeau-canada-is-ashamed-about-schools-for-indigenous-kids,N/A,Trudeau: Canada Is Ashamed About Schools for Indigenous Kids,0.016245043,0.19908193,0.7846731,,2021-06-25T07:00:00+00:00,"  On Friday, the MIssionary Oblates of Mary Immaculate, which operated 48 residential schools in Saskatchewan and British Columbia, including those where the bodies were recently found, said it will disclose all historical documents it has. A National Truth and Reconciliation Commission issued a report in 2015 that identified about 3,200 confirmed deaths at schools, but noted the schools did not record the cause of death in almost half of them. In the United States, Interior Secretary Deb Haaland announced this week that the federal government is launching an investigation into its past oversight of Native American boarding schools there. She said it will review records to identify past schools, locate burial sites and uncover the names and tribal affiliations of students."
